epoch,train_loss,valid_loss,acc
7700,0.11412473767995834,0.16888603568077087,87.14113608983247
7800,0.0959145650267601,0.15276747941970825,88.09193670421594
7900,0.12053066492080688,0.15980814397335052,87.65485418134703
8000,0.0887826532125473,0.15335719287395477,88.00426041805352
8100,0.09564149379730225,0.16039982438087463,87.76883335335816
8200,0.11084006726741791,0.1577995866537094,87.58049170160189
8300,0.12494413554668427,0.15676069259643555,88.07764871684131
8400,0.09269867837429047,0.15905845165252686,87.82598530285662
8500,0.13259145617485046,0.14703254401683807,88.44101821393663
8600,0.1342024952173233,0.1511079967021942,88.06043818659462
8700,0.13164840638637543,0.15137553215026855,88.09063779627279
8800,0.1168615072965622,0.14534823596477509,88.52057632545437
8900,0.08405455946922302,0.14147071540355682,88.78198154901267
9000,0.08365311473608017,0.14387117326259613,88.72190705664212
9100,0.0852622389793396,0.13472634553909302,89.39766391406425
9200,0.0863124281167984,0.16360194981098175,87.42689583732476
9300,0.1042058914899826,0.14220577478408813,88.7787342791548
9400,0.11741732060909271,0.14814725518226624,88.2465067494504
9500,0.08847128599882126,0.153134286403656,88.2072147841702
9600,0.11344388127326965,0.13663090765476227,88.99435299771717
9700,0.0751628428697586,0.13485021889209747,89.17587538277193
9800,0.11062522232532501,0.14374852180480957,88.80763498088982
9900,0.09740245342254639,0.1359754055738449,89.30446726914347
